,title,release_date,colored,genre,language,country,rating,lead_actor,director_name,lead_actor_fb_likes,cast_fb_likes,director_fb_likes,movie_fb_likes,imdb_score,total_reviews,duration,revenue_eur,budget_eur
2454,Frost/Nixon,2008-12-13,True,Drama,English,United States of America,R,Toby Jones,Ron Howard,2000.0,6161,2000,0,7.7,302.0,122.0,15249041.25317805,28704994.669072416
2455,Frozen River,2008-01-19,True,Crime,English,United States of America,R,Charlie McDermott,Courtney Hunt,496.0,994,33,0,7.2,181.0,97.0,2057607.6437300087,820142.7048306405
2456,Fuel,2008-12-30,True,Documentary,English,United States of America,Unrated,Larry David,Joshua Tickell,860.0,1252,9,588,7.6,14.0,112.0,142526.85967358318,2050356.7620766012
2457,Gangster's Paradise: Jerusalema,2008-05-30,True,Action,English,South Africa,R,Rapulana Seiphemo,Ralph Ziman,29.0,86,5,1000,7.8,30.0,119.0,278.14554675403366,112200.70462042502
2458,Get Smart,2008-05-23,True,Action,English,United States of America,PG-13,Bill Murray,Peter Segal,13000.0,44798,88,0,6.5,265.0,110.0,106875513.81940457,65611416.38645124
2459,Ghost Town,2008-01-04,True,Comedy,English,United States of America,PG-13,Aasif Mandvi,David Koepp,346.0,500,192,0,6.7,210.0,102.0,10837390.305913229,16402854.09661281
2460,Good,2008-02-23,True,Drama,English,United Kingdom,R,Viggo Mortensen,Vicente Amorim,10000.0,11091,6,921,6.2,67.0,92.0,25715.240269502756,16704716.298234869
2461,Gran Torino,2008-07-02,True,Drama,English,United States of America,R,Clint Eastwood,Clint Eastwood,16000.0,17347,16000,28000,8.2,366.0,116.0,121451451.65258753,27064709.259411134
2462,Hamlet 2,2008-04-14,True,Comedy,English,United States of America,R,Steve Coogan,Andrew Fleming,1000.0,3767,26,1000,6.4,129.0,92.0,4003827.606003444,7381284.343475764
2463,Hancock,2008-11-28,True,Action,English,United States of America,PG-13,Will Smith,Peter Berg,10000.0,21584,532,0,6.4,318.0,102.0,186948473.71442628,123021405.72459607
2464,Harold & Kumar Escape from Guantanamo Bay,2008-12-30,True,Adventure,English,United States of America,R,Danneel Ackles,Jon Hurwitz,1000.0,4065,22,0,6.6,153.0,102.0,31237075.37111457,9841712.457967686
2465,Hellboy II: The Golden Army,2008-02-24,True,Action,English,United States of America,PG-13,Seth MacFarlane,Guillermo del Toro,3000.0,3632,0,3000,7.0,345.0,120.0,62129639.95735257,69712129.91060443
2466,High School Musical 3: Senior Year,2008-09-09,True,Comedy,English,United States of America,G,Lucas Grabeel,Kenny Ortega,755.0,3507,197,0,4.5,128.0,112.0,74269171.65586811,9021569.753137045
2467,How to Lose Friends & Alienate People,2008-04-26,True,Comedy,English,United Kingdom,R,James Corden,Robert B. Weide,480.0,858,53,0,6.5,135.0,110.0,3091032.9082911075,30068489.336822763
2468,In Bruges,2008-03-21,True,Comedy,English,United Kingdom,R,Elizabeth Berrington,Martin McDonagh,65.0,173,454,32000,8.0,300.0,107.0,8638710.395901777,16704716.298234869
2469,Indiana Jones and the Kingdom of the Crystal Skull,2008-12-26,True,Action,English,United States of America,PG-13,Harrison Ford,Steven Spielberg,11000.0,14959,14000,5000,6.2,470.0,122.0,259994352.4973345,151726400.39366847
2470,Inkheart,2008-11-02,True,Adventure,English,Germany,PG,Brendan Fraser,Iain Softley,3000.0,5329,34,0,6.1,161.0,106.0,17281832.0,60000000.0
2471,Iron Man,2008-06-23,True,Action,English,United States of America,PG-13,Robert Downey Jr.,Jon Favreau,21000.0,39252,4000,10000,7.9,486.0,126.0,261049930.28787005,114819978.67628966
2472,Journey to the Center of the Earth,2008-03-05,True,Action,English,United States of America,PG,Josh Hutcherson,Eric Brevig,14000.0,17925,40,0,5.8,201.0,93.0,83410202.57524808,36906421.71737882
2473,Jumper,2008-02-12,True,Action,English,United States of America,PG-13,Kristen Stewart,Doug Liman,17000.0,21863,218,0,6.1,238.0,88.0,65750960.38710735,69712129.91060443
2474,Kit Kittredge: An American Girl,2008-11-30,True,Drama,English,United States of America,G,Julia Ormond,Patricia Rozema,918.0,3317,22,851,6.7,73.0,101.0,14479784.302468628,8201427.048306405
2475,Kung Fu Panda,2008-02-16,True,Action,English,United States of America,PG,Angelina Jolie Pitt,Mark Osborne,11000.0,12754,54,6000,7.6,266.0,92.0,176654655.1299926,106618551.62798326
2476,Lakeview Terrace,2008-04-04,True,Crime,English,United States of America,PG-13,Jay Hernandez,Neil LaBute,1000.0,2382,119,0,6.1,165.0,110.0,32201678.01197408,18043139.50627409
2477,Leatherheads,2008-05-17,True,Comedy,English,United States of America,PG-13,Robert Baker,George Clooney,142.0,589,0,472,6.0,186.0,114.0,25587808.57869269,47568276.88017715
2478,"Lovely, Still",2008-09-25,True,Drama,English,United States of America,PG,Adam Scott,Nicholas Fackler,3000.0,4987,6,777,7.3,27.0,90.0,102288.19814647747,4100713.5241532023
2479,Mad Money,2008-06-20,True,Comedy,English,United States of America,PG-13,Stephen Root,Callie Khouri,939.0,2453,144,687,5.8,98.0,104.0,16951400.80373985,18043139.50627409
2480,Madagascar: Escape 2 Africa,2008-09-12,True,Action,English,United States of America,PG,Bernie Mac,Eric Darnell,1000.0,3285,35,0,6.7,167.0,89.0,147611718.1989666,123021405.72459607
2481,Made of Honor,2008-05-19,True,Comedy,English,United States of America,PG-13,Busy Philipps,Paul Weiland,1000.0,4298,10,3000,5.8,128.0,101.0,37737008.11941277,32805708.19322562
2482,Mamma Mia!,2008-04-07,True,Comedy,English,United States of America,PG-13,Colin Firth,Phyllida Lloyd,14000.0,26002,58,10000,6.3,238.0,108.0,117857959.48495036,42647420.651193306
2483,Man on Wire,2008-10-11,True,Biography,English,United Kingdom,PG-13,Paul McGill,James Marsh,41.0,68,120,0,7.8,194.0,90.0,3294145.5537613453,1113647.753215658
2484,Marley & Me,2008-05-13,True,Comedy,English,United States of America,PG,Eric Dane,David Frankel,2000.0,4811,64,11000,7.1,180.0,115.0,117404636.2667104,49208562.289838426
2485,Max Payne,2008-01-23,True,Action,English,Canada,PG-13,Mila Kunis,John Moore,15000.0,16249,212,0,5.4,228.0,103.0,25988307.358201325,22355646.397547264
2486,Me and Orson Welles,2008-09-01,True,Drama,English,United Kingdom,PG-13,Zoe Kazan,Richard Linklater,962.0,1591,0,0,6.8,160.0,107.0,1321851.9962135977,27841193.830391448
2487,Meet Dave,2008-09-02,True,Adventure,English,United States of America,PG,Marc Blucas,Brian Robbins,973.0,1865,48,791,4.9,127.0,90.0,9679370.13040269,49208562.289838426
2488,Meet the Spartans,2008-09-05,True,Comedy,English,United States of America,PG-13,Carmen Electra,Jason Friedberg,869.0,3854,82,0,2.7,111.0,86.0,31356207.66013286,24604281.144919213
2489,Milk,2008-10-04,True,Biography,English,United States of America,R,James Franco,Gus Van Sant,11000.0,13189,835,10000,7.6,324.0,128.0,26111705.07668334,16402854.09661281
2490,Miracle at St. Anna,2008-08-16,True,Action,English,United States of America,R,Joseph Gordon-Levitt,Spike Lee,23000.0,26982,0,0,6.0,158.0,160.0,6492977.118018535,36906421.71737882
2491,Mirrors,2008-07-30,True,Horror,English,United States of America,R,Jason Flemyng,Alexandre Aja,1000.0,3185,192,5000,6.2,208.0,112.0,25171359.796604607,28704994.669072416
2492,My Best Friend's Girl,2008-04-02,True,Comedy,English,United States of America,R,Dane Cook,Howard Deutch,1000.0,3301,41,0,5.9,80.0,112.0,15707261.543508569,32805708.19322562
2493,Never Back Down,2008-04-09,True,Action,English,United States of America,PG-13,Djimon Hounsou,Jeff Wadlow,3000.0,4089,65,0,6.6,140.0,110.0,20379145.411301564,16402854.09661281
2494,Nick and Norah's Infinite Playlist,2008-03-06,True,Comedy,English,United States of America,PG-13,Ari Graynor,Peter Sollett,904.0,2807,6,0,6.7,166.0,90.0,25824073.64881489,7381284.343475764
2495,Nim's Island,2008-05-15,True,Adventure,English,United States of America,PG,Gerard Butler,Jennifer Flackett,18000.0,18178,3,0,6.0,139.0,96.0,39372183.21988025,30345280.078733698
2496,One Missed Call,2008-08-27,True,Horror,English,Japan,PG-13,Johnny Lewis,Eric Valette,741.0,1834,2,0,3.9,141.0,87.0,212664.4168381073,213641.39895553095
2497,Ong-bak 2,2008-01-16,True,Action,Thai,Thailand,R,Nirut Sirichanya,Tony Jaa,64.0,134,0,0,6.2,110.0,110.0,2781.623919976015,8176837.744283028
2498,Over Her Dead Body,2008-02-16,True,Comedy,English,United States of America,PG-13,Stephen Root,Jeff Lowell,939.0,3651,4,518,5.2,100.0,95.0,6203288.77224637,8201427.048306405
2499,Pathology,2008-02-05,True,Crime,English,United States of America,R,John de Lancie,Marc SchÃ¶lermann,905.0,3185,3,3000,6.0,79.0,95.0,89118.34659230705,6561141.638645124
2500,Pineapple Express,2008-04-21,True,Action,English,United States of America,R,James Franco,David Gordon Green,11000.0,15590,234,0,7.0,232.0,117.0,71632395.6368408,22143853.030427292
2501,Pontypool,2008-09-01,True,Fantasy,English,Canada,Unrated,Stephen McHattie,Bruce McDonald,413.0,721,49,0,6.7,178.0,95.0,2221.5125191619823,958099.1313234542
2502,Ponyo,2008-06-23,True,Adventure,Japanese,Japan,G,Rumi Hiiragi,Hayao Miyazaki,6.0,13,6000,0,7.7,256.0,101.0,119336.7858838424,269029.90979585383
2503,Pride and Glory,2008-12-08,True,Crime,English,United States of America,R,Jennifer Ehle,Gavin O'Connor,1000.0,5101,149,0,6.7,154.0,130.0,12883937.505125891,24604281.144919213
2504,Prom Night,2008-10-21,True,Horror,English,United States of America,PG-13,Ming-Na Wen,Nelson McCormick,2000.0,4867,29,1000,3.9,146.0,89.0,35937143.44295907,16402854.09661281
2505,Punisher: War Zone,2008-08-19,True,Action,English,United States of America,R,Julie Benz,Lexi Alexander,3000.0,6563,189,0,6.0,151.0,103.0,6518624.620683998,28704994.669072416
2506,Quantum of Solace,2008-08-18,True,Action,English,United Kingdom,PG-13,Giancarlo Giannini,Marc Forster,451.0,2023,395,0,6.7,403.0,106.0,187503120.4410045,222729550.64313158
2507,Quarantine,2008-10-11,True,Horror,English,United States of America,R,Andrew Fiscella,John Erick Dowdle,137000.0,140268,66,0,6.0,198.0,89.0,25991807.594521444,9841712.457967686
2508,Red Cliff,2008-09-28,True,Action,Mandarin,China,R,Takeshi Kaneshiro,John Woo,755.0,2172,610,0,7.4,160.0,150.0,78721.1142369135,69530794.7352557
2509,Redbelt,2008-07-15,True,Drama,English,United States of America,R,Alice Braga,David Mamet,1000.0,2158,342,0,6.8,158.0,99.0,1923109.1609940128,5740998.933814483
2510,Religulous,2008-12-27,True,Comedy,English,United States of America,R,Bill Maher,Larry Charles,334.0,338,119,24000,7.7,197.0,101.0,10658306.405314524,2050356.7620766012
2511,Repo! The Genetic Opera,2008-02-13,True,Horror,English,United States of America,R,Alexa PenaVega,Darren Lynn Bousman,2000.0,4168,163,8000,6.7,147.0,150.0,115020.09349626834,6971212.991060444
2512,Revolutionary Road,2008-01-22,True,Drama,English,United States of America,R,Leonardo DiCaprio,Sam Mendes,29000.0,53895,0,0,7.3,323.0,119.0,18763067.333716065,28704994.669072416
2513,Righteous Kill,2008-04-01,True,Action,English,United States of America,R,Robert De Niro,Jon Avnet,22000.0,38809,50,0,6.0,198.0,101.0,32868398.26129746,49208562.289838426
2514,RocknRolla,2008-07-20,True,Action,English,United Kingdom,R,Tom Hardy,Guy Ritchie,27000.0,46944,0,12000,7.3,209.0,114.0,6341556.879558995,20045659.557881843
2515,Role Models,2008-07-13,True,Comedy,English,Germany,R,Joe Lo Truglio,David Wain,833.0,3400,136,0,6.9,173.0,101.0,67266300.0,28000000.0
2516,Saw V,2008-01-27,True,Horror,English,United States of America,R,Julie Benz,David Hackl,3000.0,5286,43,0,5.8,160.0,95.0,46526673.5011892,8857541.212170918
2517,Semi-Pro,2008-06-13,True,Comedy,English,United States of America,R,Will Ferrell,Kent Alterman,8000.0,10026,3,0,5.8,164.0,99.0,27452513.737390302,45107848.76568522
2518,Seven Pounds,2008-03-05,True,Drama,English,United States of America,PG-13,Will Smith,Gabriele Muccino,10000.0,14727,125,26000,7.7,202.0,123.0,57370478.14319691,45107848.76568522
2519,Sex Drive,2008-04-13,True,Adventure,English,United States of America,R,Katrina Bowden,Sean Anders,948.0,4324,51,0,6.5,102.0,129.0,6886690.724186008,15582711.391782168
2520,Shutter,2008-11-02,True,Horror,English,United States of America,PG-13,James Kyson,Masayuki Ochiai,449.0,1534,5,0,5.2,135.0,90.0,21263465.10292791,6561141.638645124
2521,Sleep Dealer,2008-09-06,True,Drama,Spanish,United States of America,PG-13,Leonor Varela,Alex Rivera,426.0,862,8,0,5.9,47.0,90.0,62106.946608709906,2050356.7620766012
2522,Slumdog Millionaire,2008-02-05,True,Drama,English,United Kingdom,R,Anil Kapoor,Danny Boyle,668.0,820,0,13000,8.0,418.0,120.0,157379803.99799544,16704716.298234869
2523,Space Chimps,2008-10-08,True,Adventure,English,United States of America,G,Cheryl Hines,Kirk De Micco,541.0,2268,16,279,4.5,85.0,81.0,24691190.027064707,30345280.078733698
2524,Speed Racer,2008-03-29,True,Action,English,United States of America,PG,Scott Porter,Lana Wachowski,690.0,902,0,0,6.1,284.0,135.0,36028328.54916755,98417124.57967685
2525,Step Brothers,2008-09-25,True,Comedy,English,United States of America,R,Will Ferrell,Adam McKay,8000.0,11264,285,0,6.9,173.0,106.0,82398747.64208971,53309275.81399163
2526,Step Up 2: The Streets,2008-07-14,True,Drama,English,United States of America,PG-13,Cassie Ventura,Jon M. Chu,158.0,816,209,0,6.2,97.0,98.0,47573318.29738374,18863282.211104732
2527,Stop-Loss,2008-09-16,True,Drama,English,United States of America,R,Joseph Gordon-Levitt,Kimberly Peirce,23000.0,43560,108,982,6.5,143.0,112.0,8949192.159435742,20503567.62076601
2528,Strange Wilderness,2008-02-25,True,Adventure,English,United States of America,R,Kevin Alejandro,Fred Wolf,1000.0,4218,29,847,5.3,58.0,87.0,5382889.362749117,16402854.09661281
2529,Street Kings,2008-08-21,True,Action,English,United States of America,R,Keanu Reeves,David Ayer,18000.0,33878,453,0,6.8,190.0,109.0,21664601.820716802,16402854.09661281
2530,Sunshine Cleaning,2008-07-22,True,Comedy,English,United States of America,R,Clifton Collins Jr.,Christine Jeffs,968.0,2528,19,0,6.9,195.0,91.0,9886908.882145492,6561141.638645124
2531,Superhero Movie,2008-12-22,True,Action,English,United States of America,PG-13,Drake Bell,Craig Mazin,1000.0,3266,82,0,4.5,121.0,82.0,21218595.915689327,28704994.669072416
2532,"Surfer, Dude",2008-05-18,True,Comedy,English,United States of America,R,Matthew McConaughey,S.R. Bindler,11000.0,14599,0,850,4.7,26.0,85.0,29932.748298203885,4920856.228983843
2533,Swing Vote,2008-06-18,True,Comedy,English,United States of America,PG-13,Madeline Carroll,Joshua Michael Stern,1000.0,6212,0,1000,6.1,131.0,120.0,13355499.056835888,17222996.80144345
2534,"Synecdoche, New York",2008-11-29,True,Comedy,English,United States of America,R,Philip Seymour Hoffman,Charlie Kaufman,22000.0,24732,0,13000,7.5,245.0,124.0,2527618.3055851716,17222996.80144345
2535,Taken,2008-02-06,True,Action,English,France,PG-13,Liam Neeson,Pierre Morel,14000.0,16461,180,29000,7.9,309.0,93.0,145000989.0,25000000.0
2536,The Baader Meinhof Complex,2008-12-21,True,Action,German,Germany,R,Moritz Bleibtreu,Uli Edel,486.0,1601,34,0,7.4,160.0,184.0,476270.0,20000000.0
2537,The Bank Job,2008-04-07,True,Crime,English,United Kingdom,R,Jason Statham,Roger Donaldson,26000.0,27755,79,0,7.3,222.0,111.0,33441274.01302968,22272955.06431316
2538,The Boy in the Striped Pajamas,2008-09-07,True,Drama,English,United Kingdom,PG-13,Richard Johnson,Mark Herman,77.0,156,39,38000,7.8,185.0,94.0,10056886.24088201,13920596.915195724
2539,The Brothers Bloom,2008-10-10,True,Adventure,English,United States of America,PG-13,Zachary Gordon,Rian Johnson,975.0,3014,0,0,6.9,182.0,114.0,2886596.4077749527,16402854.09661281
2540,The Children of Huang Shi,2008-07-12,True,Drama,English,Australia,R,Radha Mitchell,Roger Spottiswoode,991.0,1003,55,1000,7.1,67.0,125.0,640781.2207743624,24939210.673982166
2541,The Chronicles of Narnia: Prince Caspian,2008-12-04,True,Action,English,United States of America,PG,Peter Dinklage,Andrew Adamson,22000.0,22697,80,0,6.6,258.0,150.0,116143707.86516853,184532108.5868941
2542,The Curious Case of Benjamin Button,2008-09-25,True,Drama,English,United States of America,PG-13,Brad Pitt,David Fincher,11000.0,13333,21000,23000,7.8,362.0,166.0,104560651.19330762,123021405.72459607
2543,The Dark Knight,2008-09-05,True,Action,English,United States of America,PG-13,Christian Bale,Christopher Nolan,23000.0,57802,22000,37000,9.0,645.0,152.0,437395276.7981628,151726400.39366847
2544,The Day the Earth Stood Still,2008-09-09,True,Drama,English,United States of America,PG-13,Keanu Reeves,Scott Derrickson,18000.0,22194,301,0,5.5,276.0,104.0,65089629.29549741,65611416.38645124
2545,The Duchess,2008-03-30,True,Biography,English,United Kingdom,PG-13,Dominic Cooper,Saul Dibb,3000.0,6420,10,0,6.9,194.0,110.0,15394778.105685173,15034244.668411382
2546,The Express,2008-04-04,False,Biography,English,United States of America,PG,Dennis Quaid,Gary Fleder,2000.0,5162,39,0,7.3,86.0,130.0,7865066.021487738,32805708.19322562
2547,The Eye,2008-02-18,True,Horror,English,United States of America,PG-13,ChloÃ« Grace Moretz,David Moreau,17000.0,18765,0,0,5.4,172.0,92.0,25750428.934634622,9841712.457967686
2548,The Forbidden Kingdom,2008-07-13,True,Action,English,United States of America,PG-13,Jet Li,Rob Minkoff,5000.0,7247,50,0,6.6,206.0,104.0,20536613.630771752,45107848.76568522
2549,"The Good, the Bad, the Weird",2008-05-04,True,Action,Korean,South Korea,R,Kang-ho Song,Jee-woon Kim,398.0,569,419,0,7.3,152.0,135.0,95.5307553328327,7435.110076804686
2550,The Happening,2008-08-08,True,Sci-Fi,English,United States of America,R,Zooey Deschanel,M. Night Shyamalan,11000.0,13654,0,6000,5.0,323.0,91.0,52904053.145247266,39366849.83187074
2551,The Haunting of Molly Hartley,2008-05-25,True,Drama,English,United States of America,PG-13,Jessica Lowndes,Mickey Liddell,1000.0,4856,7,562,3.8,74.0,82.0,10949050.274747806,4100713.5241532023
2552,The House Bunny,2008-04-27,True,Comedy,English,United States of America,PG-13,Emma Stone,Fred Wolf,15000.0,18789,29,0,5.5,129.0,97.0,39561542.68842778,20503567.62076601
2553,The Hurt Locker,2008-10-09,True,Drama,English,United States of America,R,Jeremy Renner,Kathryn Bigelow,10000.0,11114,0,16000,7.6,388.0,131.0,12876240.465841055,12302140.572459606
2554,The Incredible Hulk,2008-03-04,True,Action,English,United States of America,PG-13,Ty Burrell,Louis Leterrier,3000.0,5811,255,0,6.8,354.0,135.0,110324276.22406298,123021405.72459607
2555,The Longshots,2008-03-18,True,Biography,English,United States of America,PG,Tasha Smith,Fred Durst,721.0,2453,258,376,5.1,47.0,94.0,9438549.167555153,18863282.211104732
2556,The Love Guru,2008-04-11,True,Comedy,English,United States of America,PG-13,Justin Timberlake,Marco Schnabel,3000.0,6658,12,0,3.8,150.0,87.0,26391189.206922002,50848847.699499704
2557,The Lucky Ones,2008-08-07,True,Comedy,English,United States of America,R,John Heard,Neil Burger,697.0,2243,168,702,7.0,57.0,115.0,150158.2875420323,12302140.572459606
